,geometry,GemeindeLabel,AnzahlLadestation
4561,"MULTIPOLYGON (((8.940011356672754 47.56238642380423, 8.945318738326815 47.5632224404844, 8.947586850144789 47.56210775157751, 8.952213798253457 47.56443665518655, 8.955525241507701 47.56268500119001, 8.962828561561578 47.56427741391413, 8.965867831397663 47.5631428198482, 8.967364785197526 47.56413807780078, 8.963781168525127 47.56730299808998, 8.961875954598028 47.56654660204602, 8.959834653961853 47.56835797151971, 8.958473786871068 47.57598164743647, 8.955706690453137 47.57542430298303, 8.955479879271341 47.57795225818258, 8.958246975689269 47.57864893874938, 8.957566542143876 47.58071907529075, 8.955162343616824 47.5800821102011, 8.953075680744288 47.5837844697847, 8.955570603744059 47.58452096066961, 8.954119012180556 47.58708872618726, 8.951669451417143 47.58692948491485, 8.95107974234447 47.58937781947819, 8.917511687438447 47.586989200392, 8.915697197984066 47.58655128689286, 8.917783860856604 47.58081860108601, 8.921412839765363 47.57904704193042, 8.919190090183747 47.57775320659206, 8.922093273310756 47.57170203824038, 8.920959217401768 47.57100535767358, 8.92603978787403 47.57122431442314, 8.926856308128501 47.56698451554515, 8.929804853491868 47.56803948897489, 8.931619342946249 47.56571058536585, 8.93239050096436 47.56527267186672, 8.932526587673438 47.56654660204602, 8.937516433672982 47.56664612784127, 8.938015418272936 47.56348120755207, 8.940011356672754 47.56238642380423)))",Felben-Wellhausen,0.0
4566,"MULTIPOLYGON (((8.887572611441183 47.52838841214412, 8.890929416931785 47.53051826416264, 8.889024203004686 47.53260830586306, 8.892018110604413 47.53587275194752, 8.898731721585618 47.53593246742467, 8.902814322857971 47.53937605994059, 8.906806199657606 47.54043103337033, 8.908620689111986 47.53738554403544, 8.907123735312123 47.53668886346863, 8.910661989748164 47.53543483844838, 8.911614596711713 47.53017987645876, 8.924043849474213 47.52974196295963, 8.922955155801585 47.53225001300013, 8.927446017201175 47.53599218290183, 8.9287615220556 47.54009264566645, 8.92694703260122 47.54180448934489, 8.927536741673894 47.54588504695047, 8.933479194636988 47.55201583593836, 8.937516433672982 47.55251346491465, 8.937289622491186 47.55141868116681, 8.945817722926769 47.5550414201142, 8.943050626508839 47.55856463326633, 8.941689759418056 47.55806700429004, 8.940011356672754 47.56238642380423, 8.938015418272936 47.56348120755207, 8.937516433672982 47.56664612784127, 8.932526587673438 47.56654660204602, 8.93239050096436 47.56527267186672, 8.931619342946249 47.56571058536585, 8.929804853491868 47.56803948897489, 8.926856308128501 47.56698451554515, 8.92603978787403 47.57122431442314, 8.920959217401768 47.57100535767358, 8.922093273310756 47.57170203824038, 8.919190090183747 47.57775320659206, 8.921412839765363 47.57904704193042, 8.917783860856604 47.58081860108601, 8.915697197984066 47.58655128689286, 8.882129143078043 47.5788479903399, 8.850284853153681 47.57673804348043, 8.841076319172704 47.5757228803688, 8.839216467481965 47.57233900333003, 8.840486610100031 47.57130393505935, 8.838808207354729 47.57118450410504, 8.837719513682103 47.56855702311023, 8.839261829718325 47.56845749731497, 8.839171105245605 47.56535229250292, 8.844841384790541 47.56612859370593, 8.844297037954227 47.56324234564345, 8.850965286699074 47.56360063850638, 8.852598327208014 47.56698451554515, 8.854911801262348 47.56670584331843, 8.855909770462258 47.5694328501085, 8.865072942206876 47.56776081674816, 8.863802799588809 47.56105277814778, 8.865980186934065 47.5613314503745, 8.868792645588353 47.55671345347453, 8.867749314152086 47.5563153502935, 8.872285537788034 47.55665373799738, 8.873283506987942 47.55352862802628, 8.8699720637337 47.55243384427844, 8.876050603405872 47.54930873430734, 8.876095965642232 47.54588504695047, 8.880405378096382 47.54600447790477, 8.879951755732788 47.54355614334143, 8.872149451078956 47.54289927309273, 8.871922639897157 47.54142629132291, 8.868429747697476 47.54078932623326, 8.869563803606464 47.53919691350913, 8.868112212042961 47.53643009640096, 8.871968002133517 47.53364337413374, 8.868656558879275 47.53288697808978, 8.866524533770379 47.53047845384454, 8.874009302769695 47.52936376493765, 8.880405378096382 47.52703486132861, 8.883444647932469 47.5294234804148, 8.887572611441183 47.52838841214412)))",Frauenfeld,29.0
4571,"MULTIPOLYGON (((8.850965286699074 47.56360063850638, 8.851101373408152 47.56081391623916, 8.841620666009018 47.56001770987709, 8.838672120645651 47.55735041856418, 8.829463586664675 47.5575892804728, 8.829645035610113 47.5562357296573, 8.827875908392093 47.55597696258963, 8.82991720902827 47.55309071452714, 8.831913147428088 47.54950778589786, 8.831867785191728 47.54950778589786, 8.834408070427859 47.54289927309273, 8.836222559882238 47.54297889372894, 8.838173136045697 47.53937605994059, 8.839942263263717 47.53933624962249, 8.840758783518188 47.53270783165831, 8.866524533770379 47.53047845384454, 8.868656558879275 47.53288697808978, 8.871968002133517 47.53364337413374, 8.868112212042961 47.53643009640096, 8.869563803606464 47.53919691350913, 8.868429747697476 47.54078932623326, 8.871922639897157 47.54142629132291, 8.872149451078956 47.54289927309273, 8.879951755732788 47.54355614334143, 8.880405378096382 47.54600447790477, 8.876095965642232 47.54588504695047, 8.876050603405872 47.54930873430734, 8.8699720637337 47.55243384427844, 8.873283506987942 47.55352862802628, 8.872285537788034 47.55665373799738, 8.867749314152086 47.5563153502935, 8.868792645588353 47.55671345347453, 8.865980186934065 47.5613314503745, 8.863802799588809 47.56105277814778, 8.865072942206876 47.56776081674816, 8.855909770462258 47.5694328501085, 8.854911801262348 47.56670584331843, 8.852598327208014 47.56698451554515, 8.850965286699074 47.56360063850638)))",Gachnang,0.0
4590,"MULTIPOLYGON (((8.984738521723212 47.59005459488595, 8.95107974234447 47.58937781947819, 8.951669451417143 47.58692948491485, 8.954119012180556 47.58708872618726, 8.955570603744059 47.58452096066961, 8.953075680744288 47.5837844697847, 8.955162343616824 47.5800821102011, 8.957566542143876 47.58071907529075, 8.958246975689269 47.57864893874938, 8.955479879271341 47.57795225818258, 8.955706690453137 47.57542430298303, 8.958473786871068 47.57598164743647, 8.959834653961853 47.56835797151971, 8.961875954598028 47.56654660204602, 8.963781168525127 47.56730299808998, 8.967364785197526 47.56413807780078, 8.965867831397663 47.5631428198482, 8.969451448070064 47.56204803610036, 8.986008664341277 47.56479494804948, 8.986008664341277 47.56835797151971, 8.996623427649398 47.56666603300033, 8.997349223431151 47.56423760359603, 8.996215167522163 47.56356082818828, 8.999345161830968 47.56340158691587, 8.999390524067328 47.56101296782968, 9.001703998121663 47.56091344203442, 9.010050649611808 47.56107268330683, 9.012364123666142 47.5675418599986, 9.009143404884618 47.56917408304083, 9.012817746029738 47.57245843428434, 9.011547603411671 47.57371245930459, 9.012409485902502 47.57460819146191, 9.018397301101954 47.57612098354983, 9.017263245192968 47.57842998199982, 9.018714836756471 47.58139585069851, 8.984738521723212 47.59005459488595)))",Hüttlingen,0.0
4591,"MULTIPOLYGON (((8.938695851818329 47.51266333649336, 8.938196867218375 47.51439508533085, 8.947178590017554 47.51891355643556, 8.945273376090455 47.52122255488555, 8.941644397181696 47.52032682272822, 8.942914539799762 47.52146141679417, 8.939739183254597 47.52649742203422, 8.94218874401801 47.52721400776007, 8.941599034945336 47.52870689468894, 8.946180620817644 47.52832869666696, 8.9483580081629 47.53083674670746, 8.940918601399943 47.53885852580525, 8.937425709200262 47.53927653414534, 8.939829907727315 47.54029169725697, 8.939058749709204 47.5419637306173, 8.943186713217919 47.54262060086601, 8.941326861527179 47.54327747111471, 8.943050626508839 47.54375519493195, 8.941462948236257 47.54640258108581, 8.936881362363948 47.54767651126511, 8.936110204345837 47.55038361289613, 8.937289622491186 47.55141868116681, 8.937516433672982 47.55251346491465, 8.933479194636988 47.55201583593836, 8.927536741673894 47.54588504695047, 8.92694703260122 47.54180448934489, 8.9287615220556 47.54009264566645, 8.927446017201175 47.53599218290183, 8.922955155801585 47.53225001300013, 8.924043849474213 47.52974196295963, 8.911614596711713 47.53017987645876, 8.907531995439358 47.52894575659757, 8.908348515693829 47.52534292280922, 8.91007228067549 47.52548225892259, 8.909981556202771 47.51672398893989, 8.912884739329778 47.5143751801718, 8.91184140789351 47.51316096546965, 8.924860369728684 47.51031452772528, 8.929578042310071 47.50705008164081, 8.930893547164496 47.50800552927529, 8.938695851818329 47.51266333649336)))",Matzingen,3.0
4601,"MULTIPOLYGON (((8.761964578961752 47.59286122231222, 8.798027556867547 47.58501858964589, 8.800023495267364 47.58965649170491, 8.802019433667184 47.58921857820578, 8.802881316158013 47.59063184449844, 8.801429724594509 47.59108966315663, 8.803970009830641 47.59234368817688, 8.803697836412484 47.59668301285013, 8.807780437684837 47.59644415094151, 8.81027536068461 47.59857400296003, 8.809957825030093 47.60042518275183, 8.806056672703177 47.60050480338803, 8.804559718903313 47.6044659300393, 8.806102034939537 47.60488393837938, 8.804015372066999 47.60812847930479, 8.801656535776306 47.60295313795137, 8.802835953921653 47.60114176847768, 8.788773660650211 47.60343086176862, 8.789816992086479 47.60940240948409, 8.762191390143549 47.61808105883058, 8.758380962289351 47.61837963621636, 8.756294299416815 47.61662798221982, 8.749535326199251 47.62130569459694, 8.748129096872107 47.62303744343443, 8.74604243399957 47.6214450307103, 8.745815622817773 47.61294552779528, 8.740145343272836 47.61189055436554, 8.739374185254725 47.60808866898669, 8.741959832727217 47.60733227294273, 8.742095919436295 47.60462517131171, 8.746314607417727 47.60034556211562, 8.74876416818114 47.60004698472984, 8.745679536108694 47.59660339221392, 8.748219821344826 47.59230387785878, 8.761964578961752 47.59286122231222)))",Neunforn,1.0
4606,"MULTIPOLYGON (((8.974894916433202 47.51363868928689, 8.974622743015045 47.51525100717007, 8.970313330560895 47.51652493734937, 8.968226667688358 47.52279506245062, 8.969496810306424 47.5237903204032, 8.967773045324762 47.52383013072131, 8.967954494270201 47.52510406090061, 8.970449417269972 47.52816945539455, 8.973896947233294 47.52747277482774, 8.981018818341735 47.52934385977859, 8.981517802941688 47.53067750543505, 8.973715498287856 47.5325087800678, 8.974123758415091 47.53499692494925, 8.955661328216777 47.53840070714707, 8.952123073780738 47.53762440594406, 8.950172497617281 47.54031160241602, 8.939829907727315 47.54029169725697, 8.937425709200262 47.53927653414534, 8.940918601399943 47.53885852580525, 8.9483580081629 47.53083674670746, 8.946180620817644 47.52832869666696, 8.941599034945336 47.52870689468894, 8.94218874401801 47.52721400776007, 8.939739183254597 47.52649742203422, 8.942914539799762 47.52146141679417, 8.941644397181696 47.52032682272822, 8.945273376090455 47.52122255488555, 8.947178590017554 47.51891355643556, 8.938196867218375 47.51439508533085, 8.938695851818329 47.51266333649336, 8.942733090854324 47.5112102598826, 8.947541487908429 47.5118671301313, 8.952440609435254 47.50965765747657, 8.960968709870839 47.51280267260672, 8.960605811979963 47.51409650794508, 8.969859708197299 47.51264343133431, 8.974894916433202 47.51363868928689)))",Stettfurt,0.0
4611,"MULTIPOLYGON (((9.01168369012075 47.54244145443455, 9.009642389484572 47.54439216002159, 9.006739206357565 47.54297889372894, 9.00542370150314 47.54602438306383, 8.996986325540275 47.54514855606556, 8.997122412249354 47.54676087394873, 9.001341100230785 47.5475570803108, 9.005151528084983 47.55362815382153, 9.001703998121663 47.56091344203442, 8.999390524067328 47.56101296782968, 8.999345161830968 47.56340158691587, 8.996215167522163 47.56356082818828, 8.997349223431151 47.56423760359603, 8.996623427649398 47.56666603300033, 8.986008664341277 47.56835797151971, 8.986008664341277 47.56479494804948, 8.969451448070064 47.56204803610036, 8.965867831397663 47.5631428198482, 8.962828561561578 47.56427741391413, 8.955525241507701 47.56268500119001, 8.952213798253457 47.56443665518655, 8.947586850144789 47.56210775157751, 8.945318738326815 47.5632224404844, 8.940011356672754 47.56238642380423, 8.941689759418056 47.55806700429004, 8.943050626508839 47.55856463326633, 8.945817722926769 47.5550414201142, 8.937289622491186 47.55141868116681, 8.936110204345837 47.55038361289613, 8.936881362363948 47.54767651126511, 8.941462948236257 47.54640258108581, 8.943050626508839 47.54375519493195, 8.941326861527179 47.54327747111471, 8.943186713217919 47.54262060086601, 8.939058749709204 47.5419637306173, 8.939829907727315 47.54029169725697, 8.950172497617281 47.54031160241602, 8.952123073780738 47.53762440594406, 8.955661328216777 47.53840070714707, 8.974123758415091 47.53499692494925, 8.973715498287856 47.5325087800678, 8.981517802941688 47.53067750543505, 8.98854894957741 47.53101589313893, 8.991996479540731 47.53372299476995, 8.994309953595064 47.53141399631996, 8.998800814994654 47.53402157215572, 9.001386462467146 47.53276754713547, 9.002928778503367 47.53418081342813, 9.007011379775722 47.53336470190702, 9.011093981048077 47.53581303647037, 9.012182674720705 47.53507654558545, 9.014087888647802 47.53901776707767, 9.01168369012075 47.54244145443455)))",Thundorf,2.0
4616,"MULTIPOLYGON (((8.798027556867547 47.58501858964589, 8.806056672703177 47.58314750469504, 8.802382331558059 47.58284892730927, 8.801066826703632 47.58053992885929, 8.806192759412255 47.57950486058861, 8.804741167848752 47.5750660101201, 8.808097973339354 47.57432951923519, 8.807417539793962 47.57158260728607, 8.81022999844825 47.57096554735547, 8.816580711538579 47.57016934099341, 8.817306507320332 47.57192099498995, 8.822024179901717 47.57160251244512, 8.822477802265313 47.57305558905589, 8.830007933500989 47.57110488346883, 8.831232713882695 47.57339397675977, 8.838808207354729 47.57118450410504, 8.840486610100031 47.57130393505935, 8.839216467481965 47.57233900333003, 8.841076319172704 47.5757228803688, 8.850284853153681 47.57673804348043, 8.851645720244466 47.58270959119591, 8.849967317499164 47.58583470116701, 8.861126427643599 47.58591432180322, 8.858858315825625 47.58688967459674, 8.859039764771062 47.58826313057131, 8.861670774479913 47.58893990597906, 8.863031641570698 47.59889248550486, 8.856272668353133 47.60054461370613, 8.856181943880415 47.60329152565525, 8.84937760842649 47.60283370699707, 8.845884716226809 47.60434649908499, 8.846383700826765 47.6070137903979, 8.841393854827221 47.60699388523885, 8.839579365372842 47.6114128305483, 8.837220529082147 47.6119900801608, 8.832412132028042 47.60842705669057, 8.826378954592229 47.60932278884788, 8.827286199319419 47.6070137903979, 8.825607796574118 47.60536166219662, 8.82175200648356 47.60480431774317, 8.819801430320103 47.60159958713587, 8.813178543811617 47.60112186331863, 8.813269268284337 47.59809627914279, 8.81027536068461 47.59857400296003, 8.807780437684837 47.59644415094151, 8.803697836412484 47.59668301285013, 8.803970009830641 47.59234368817688, 8.801429724594509 47.59108966315663, 8.802881316158013 47.59063184449844, 8.802019433667184 47.58921857820578, 8.800023495267364 47.58965649170491, 8.798027556867547 47.58501858964589)))",Uesslingen-Buch,0.0
4621,"MULTIPOLYGON (((8.885712759750444 47.59917115773158, 8.885622035277724 47.59706121087211, 8.882582765441638 47.59664320253202, 8.863031641570698 47.59889248550486, 8.861670774479913 47.58893990597906, 8.859039764771062 47.58826313057131, 8.858858315825625 47.58688967459674, 8.861126427643599 47.58591432180322, 8.849967317499164 47.58583470116701, 8.851645720244466 47.58270959119591, 8.850284853153681 47.57673804348043, 8.882129143078043 47.5788479903399, 8.915697197984066 47.58655128689286, 8.917511687438447 47.586989200392, 8.911750683420792 47.59272188619886, 8.906896924130326 47.59616547871479, 8.885712759750444 47.59917115773158)))",Warth-Weiningen,0.0
4641,"MULTIPOLYGON (((9.261856423643342 47.58619299402994, 9.267617427660998 47.58917876788767, 9.26825249897003 47.5926223604036, 9.271518579987914 47.59564794457944, 9.274376400878563 47.59489154853549, 9.275827992442066 47.59646405610056, 9.271700028933353 47.60036546727467, 9.27365060509681 47.60394839590396, 9.272199013533307 47.60448583519835, 9.273196982733214 47.60669530785307, 9.275465094551191 47.60814838446385, 9.273786691805888 47.60898440114401, 9.275827992442066 47.61033795195952, 9.273469156151371 47.61177112341123, 9.275782630205706 47.61324410518105, 9.274830023242156 47.61423936313363, 9.281044649623407 47.61770286080861, 9.267798876606436 47.62415213234132, 9.264487433352192 47.62385355495555, 9.256639766462001 47.61792181755817, 9.255369623843935 47.61897679098791, 9.252965425316882 47.6176630504905, 9.250697313498907 47.61891707551075, 9.248474563917293 47.61754361953619, 9.243439355681389 47.61845925685257, 9.240263999136225 47.61531424172242, 9.238767045336362 47.61429907861078, 9.24434660040858 47.61081567577676, 9.247159059062867 47.60681473880739, 9.244800222772174 47.60542137767377, 9.257728460134629 47.59517022076221, 9.254961363716699 47.59357780803808, 9.257955271316426 47.59126880958809, 9.257547011189191 47.58569536505365, 9.261856423643342 47.58619299402994)))",Altnau,1.0
4643,"MULTIPOLYGON (((9.212366223775138 47.62174360809608, 9.213591004156843 47.62381374463745, 9.218671574629107 47.62538625220252, 9.220168528428971 47.6282326899469, 9.216312738338413 47.62996443878438, 9.220531426319846 47.63233315271152, 9.215677667029381 47.63519949561496, 9.219850992774454 47.63937957901579, 9.21490650901127 47.64131037944379, 9.211731152466104 47.64493311839118, 9.20587942397573 47.64431605846058, 9.204427832412227 47.63784688176882, 9.202885516376003 47.63776726113261, 9.202114358357893 47.63440328925289, 9.198394654976415 47.63159666182661, 9.198258568267336 47.62781468160681, 9.200299868903514 47.62564501927019, 9.203702036630474 47.62898908599086, 9.208147535793705 47.62697866492665, 9.208465071448222 47.62470947679476, 9.210823907738915 47.62490852838528, 9.212366223775138 47.62174360809608)))",Bottighofen,0.0
4646,"MULTIPOLYGON (((9.116515818347533 47.66555486316863, 9.096238898694841 47.66607239730397, 9.089343838768198 47.67349702163021, 9.085261237495844 47.67403446092461, 9.085533410914001 47.67528848594485, 9.076914586005698 47.67055105809058, 9.06947517924274 47.67435294346943, 9.065574026915826 47.67419370219702, 9.061491425643471 47.66883921441215, 9.073512418278735 47.66246956351564, 9.070019526079054 47.66123544365443, 9.070337061733571 47.65980227220272, 9.076778499296619 47.65846862654627, 9.077368208369293 47.65150182087821, 9.071335030933481 47.64789898708987, 9.073013433678781 47.64594828150281, 9.071561842115278 47.64493311839118, 9.074646474187723 47.64244497350973, 9.078456902041921 47.6427037405774, 9.090750068095343 47.63856346749467, 9.093653251222349 47.63967815640156, 9.095830638567605 47.63784688176882, 9.103632943221438 47.63748858890589, 9.106400039639366 47.63577674522745, 9.10794235567559 47.63882223456234, 9.107080473184759 47.6427037405774, 9.112977563911492 47.6489141502015, 9.10962075842089 47.65367148321483, 9.115109589020388 47.65398996575966, 9.11402089534776 47.65448759473595, 9.115653935856702 47.65751317891178, 9.120734506328965 47.65978236704367, 9.121414939874359 47.66380320917209, 9.116470456111173 47.66434064846649, 9.116515818347533 47.66555486316863)))",Ermatingen,5.0
4651,"MULTIPOLYGON (((9.121414939874359 47.66380320917209, 9.13901548758184 47.66250937383374, 9.13828969180009 47.6633055801958, 9.126586234819341 47.66633116437164, 9.116515818347533 47.66555486316863, 9.116470456111173 47.66434064846649, 9.121414939874359 47.66380320917209)))",Gottlieben,0.0
4656,"MULTIPOLYGON (((9.297556503658262 47.57898732645326, 9.298962732985405 47.58473991741917, 9.304769099239421 47.59079108577085, 9.299280268639922 47.59383657510575, 9.30572170620297 47.59899201130011, 9.312208506002378 47.59939011448114, 9.31379618427496 47.60114176847768, 9.296104912094759 47.61282609684097, 9.295469840785724 47.61266685556856, 9.295061580658491 47.6119900801608, 9.295469840785724 47.61300524327243, 9.281044649623407 47.61770286080861, 9.274830023242156 47.61423936313363, 9.275782630205706 47.61324410518105, 9.273469156151371 47.61177112341123, 9.275827992442066 47.61033795195952, 9.273786691805888 47.60898440114401, 9.275465094551191 47.60814838446385, 9.273196982733214 47.60669530785307, 9.272199013533307 47.60448583519835, 9.27365060509681 47.60394839590396, 9.271700028933353 47.60036546727467, 9.275827992442066 47.59646405610056, 9.274376400878563 47.59489154853549, 9.271518579987914 47.59564794457944, 9.26825249897003 47.5926223604036, 9.267617427660998 47.58917876788767, 9.261856423643342 47.58619299402994, 9.262763668370532 47.58388399557995, 9.25940686287993 47.58119679910799, 9.260450194316199 47.58034087726877, 9.264033810988598 47.58288873762737, 9.262627581661453 47.57918637804378, 9.264532795588552 47.57785273238732, 9.266165836097494 47.57829064588645, 9.266664820697448 47.58129632490325, 9.275238283369392 47.57964419670196, 9.275147558896673 47.58121670426704, 9.277551757423726 47.581973100311, 9.281407547514283 47.58057973917739, 9.286805653641062 47.58107736815368, 9.289300576640834 47.57829064588645, 9.292158397531482 47.57990296376963, 9.297556503658262 47.57898732645326)))",Güttingen,3.0
4666,"MULTIPOLYGON (((9.100185413258117 47.60800904835048, 9.102997871912406 47.60560052410524, 9.100321499967196 47.60468488678887, 9.101500918112542 47.60317209470094, 9.10082048456715 47.59996736409364, 9.098779183930972 47.59855409780098, 9.099142081821849 47.59387638542385, 9.110165105257204 47.5938564802648, 9.1106187276208 47.59154748181481, 9.107352646602916 47.58718825198252, 9.11057336538444 47.5857550805308, 9.112796114966056 47.58360532335323, 9.119645812656339 47.58458067614676, 9.123546964983255 47.58318731501315, 9.132256514364277 47.58473991741917, 9.132755498964231 47.58706882102821, 9.13466071289133 47.58780531191312, 9.14441359370862 47.58659109721097, 9.145729098563045 47.58866123375233, 9.14808793485374 47.58838256152561, 9.14808793485374 47.59120909411094, 9.159700667361768 47.58836265636656, 9.163193559561449 47.59156738697386, 9.167094711888366 47.5894574401144, 9.172175282360628 47.58921857820578, 9.175668174560309 47.59146786117861, 9.175033103251277 47.59855409780098, 9.177301215069251 47.59849438232382, 9.182517872250592 47.6063967304673, 9.184014826050456 47.60647635110351, 9.183833377105017 47.61238818334183, 9.179660051359946 47.61368201868019, 9.179342515705429 47.61730475762757, 9.172674266960584 47.62062891918919, 9.173672236160492 47.62188294420944, 9.175668174560309 47.62242038350383, 9.174443394178603 47.62295782279823, 9.176212521396623 47.62592369149692, 9.171767022233393 47.62869050860508, 9.173944409578649 47.63161656698567, 9.169544272651779 47.6327113507335, 9.17036079290625 47.63438338409384, 9.168954563579105 47.63492082338823, 9.165779207033941 47.63553788331883, 9.165280222433985 47.63354736741367, 9.163012110616013 47.63364689320893, 9.162694574961495 47.63058149871498, 9.158657335925501 47.62574454506545, 9.163511095215966 47.62439099424994, 9.164690513361313 47.62186303905039, 9.163148197325089 47.6214848410284, 9.155481979380337 47.62234076286762, 9.156298499634808 47.62323649502495, 9.145502287381248 47.62875022408224, 9.143778522399588 47.63109903285033, 9.141419686108893 47.63107912769127, 9.140104181254468 47.63322888486885, 9.122548995783346 47.63255210946109, 9.120280883965371 47.63117865348653, 9.1194643637109 47.62681942365423, 9.115653935856702 47.62317677954779, 9.118421032274632 47.62242038350383, 9.108123804621027 47.61658817190172, 9.109212498293655 47.61587158617586, 9.108259891330107 47.61455784567845, 9.100185413258117 47.60800904835048)))",Kemmental,2.0
4671,"MULTIPOLYGON (((9.163511095215966 47.66029990117901, 9.161242983397992 47.65848853170532, 9.162377039306978 47.65735393763937, 9.158838784870937 47.65598048166481, 9.16060791208896 47.654507499895, 9.159791391834489 47.65128286412864, 9.15693357094384 47.64889424504245, 9.152850969671485 47.64935206370063, 9.150673582326231 47.64676439302393, 9.150673582326231 47.64674448786488, 9.148541557217333 47.64576913507135, 9.146500256581156 47.6407331298313, 9.144912578308574 47.64113123301233, 9.144595042654059 47.63832460558606, 9.140104181254468 47.63322888486885, 9.141419686108893 47.63107912769127, 9.143778522399588 47.63109903285033, 9.145502287381248 47.62875022408224, 9.156298499634808 47.62323649502495, 9.155481979380337 47.62234076286762, 9.163148197325089 47.6214848410284, 9.164690513361313 47.62186303905039, 9.163511095215966 47.62439099424994, 9.158657335925501 47.62574454506545, 9.162694574961495 47.63058149871498, 9.163012110616013 47.63364689320893, 9.165280222433985 47.63354736741367, 9.165779207033941 47.63553788331883, 9.168954563579105 47.63492082338823, 9.17036079290625 47.63438338409384, 9.169544272651779 47.6327113507335, 9.173944409578649 47.63161656698567, 9.171767022233393 47.62869050860508, 9.176212521396623 47.62592369149692, 9.174443394178603 47.62295782279823, 9.175668174560309 47.62242038350383, 9.173672236160492 47.62188294420944, 9.181928163177918 47.62082797077971, 9.183243668032345 47.62204218548185, 9.181338454105246 47.6225995299353, 9.187553080486497 47.63121846380464, 9.19335944674051 47.63040235228352, 9.194811038304014 47.63299002296023, 9.198394654976415 47.63159666182661, 9.202114358357893 47.63440328925289, 9.202885516376003 47.63776726113261, 9.204427832412227 47.63784688176882, 9.20587942397573 47.64431605846058, 9.194992487249452 47.64883452956529, 9.19172640623157 47.64935206370063, 9.191045972686176 47.64775965097651, 9.191454232813413 47.64927244306443, 9.185738591032116 47.65267622526225, 9.183107581323267 47.65227812208122, 9.185284968668523 47.65285537169371, 9.183515841450502 47.65428854314543, 9.18288077014147 47.65239755303553, 9.18288077014147 47.65249707883078, 9.182790045668749 47.65255679430794, 9.181247729632528 47.65299470780707, 9.18283540790511 47.65460702569025, 9.181746714232482 47.65594067134671, 9.175940347978466 47.65398996575966, 9.175486725614871 47.6557814300743, 9.170632966324407 47.65482598243982, 9.163511095215966 47.66029990117901)))",Kreuzlingen,23.0
4681,"MULTIPOLYGON (((9.261856423643342 47.58619299402994, 9.257547011189191 47.58569536505365, 9.257955271316426 47.59126880958809, 9.254961363716699 47.59357780803808, 9.257728460134629 47.59517022076221, 9.244800222772174 47.60542137767377, 9.247159059062867 47.60681473880739, 9.24434660040858 47.61081567577676, 9.238767045336362 47.61429907861078, 9.240263999136225 47.61531424172242, 9.235773137736635 47.6189369806698, 9.233777199336817 47.61752371437714, 9.229603873591744 47.6200914798948, 9.226247068101141 47.61720523183232, 9.223888231810449 47.61837963621636, 9.222618089192382 47.61549338815388, 9.218671574629107 47.61676731833318, 9.215995202683898 47.61557300879009, 9.215723029265741 47.61039766743667, 9.220259252901689 47.60878534955349, 9.218943748047264 47.60747160905609, 9.220213890665329 47.6063967304673, 9.219442732647218 47.60484412806128, 9.220531426319846 47.60518251576516, 9.221665482228833 47.60267446572465, 9.219034472519983 47.60215693158931, 9.218535487920029 47.60042518275183, 9.222527364719664 47.59773798627986, 9.215813753738459 47.59503088464884, 9.215859115974819 47.5931996100161, 9.215859115974819 47.59146786117861, 9.2210304109198 47.59373704931049, 9.222663451428742 47.59154748181481, 9.23350502591866 47.58963658654586, 9.232824592373268 47.58368494398944, 9.23885776980908 47.57590202680026, 9.243983702517703 47.57707643118431, 9.245571380790285 47.57424989859899, 9.243938340281343 47.57371245930459, 9.245888916444802 47.57084611640116, 9.251649920462457 47.57243852912529, 9.253464409916837 47.57554373393734, 9.254916001480341 47.57413046764467, 9.253781945571353 47.57204042594426, 9.259361500643571 47.57052763385634, 9.258000633552786 47.57375226962269, 9.260858454443433 47.57538449266492, 9.26389772427952 47.5700499100391, 9.265303953606663 47.57078640092401, 9.264532795588552 47.5744091398714, 9.273786691805888 47.57566316489164, 9.275238283369392 47.57964419670196, 9.266664820697448 47.58129632490325, 9.266165836097494 47.57829064588645, 9.264532795588552 47.57785273238732, 9.262627581661453 47.57918637804378, 9.264033810988598 47.58288873762737, 9.260450194316199 47.58034087726877, 9.25940686287993 47.58119679910799, 9.262763668370532 47.58388399557995, 9.261856423643342 47.58619299402994)))",Langrickenbach,0.0
